Fig  3e,,,,"Note from author: 1. The blank cells indicate  the calculated NO2 binding energy was not exothermic under the corresponding {pH,potential}, implying no adsorption; thus, no value is reported and leave with blank.",
Model Data,,,,,2. Reader may find certain potential-pH ranges are duplicated; This is because NO2 binding was calculated separately on both TTM and CuNP for streamlined data analysis and visualization. Further details are provided in the Python code.
pH value,Potential of TTM (V vs. RHE),NO2 binding energy of TTM (kJ mol-1),NO2 binding energy of CuNP (kJ mol-1),,
10.9,-1,-28.3396,,,
11.0,-1,-28.9135,,,
11.1,-1,-29.4875,,,
11.2,-1,-30.0615,,,
11.3,-1,-30.6354,,,
11.4,-1,-31.2094,,,
11.5,-1,-31.7834,,,
11.6,-1,-32.3573,,,
11.7,-1,-32.9313,,,
11.8,-1,-33.5053,,,
11.9,-1,,-0.413310035,,
11.9,-1,-34.0792,,,
12.0,-1,,-0.987277331,,
12.0,-1,-34.6532,,,
6.0,-1,-0.21516,,,
6.1,-1,-0.78913,,,
6.2,-1,-1.36309,,,
6.3,-1,-1.93706,,,
6.4,-1,-2.51103,,,
6.5,-1,-3.085,,,
6.6,-1,-3.65896,,,
6.7,-1,-4.23293,,,
6.8,-1,-4.8069,,,
6.9,-1,-5.38087,,,
7.0,-1,-5.95483,,,
7.1,-1,-6.5288,,,
7.2,-1,-7.10277,,,
7.3,-1,-7.67673,,,
7.4,-1,-8.2507,,,
7.5,-1,-8.82467,,,
7.6,-1,-9.39864,,,
7.7,-1,-9.9726,,,
7.8,-1,-10.5466,,,
7.9,-1,-11.1205,,,
8.0,-1,-11.6945,,,
8.1,-1,-12.2685,,,
8.2,-1,-12.8424,,,
8.3,-1,-13.4164,,,
8.4,-1,-13.9904,,,
8.5,-1,-14.5643,,,
8.6,-1,-15.1383,,,
8.7,-1,-15.7123,,,
8.8,-1,-16.2862,,,
8.9,-1,-16.8602,,,
9.0,-1,-17.4342,,,
9.1,-1,-18.0081,,,
9.2,-1,-18.5821,,,
9.3,-1,-19.1561,,,
9.4,-1,-19.73,,,
9.5,-1,-20.304,,,
9.6,-1,-20.878,,,
9.7,-1,-21.4519,,,
9.8,-1,-22.0259,,,
9.9,-1,-22.5999,,,
10.0,-1,-23.1739,,,
10.1,-1,-23.7478,,,
10.2,-1,-24.3218,,,
10.3,-1,-24.8958,,,
10.4,-0.95,-25.4697,,,
10.5,-0.95,-26.0437,,,
10.6,-0.95,-26.6177,,,
10.7,-0.95,-27.1916,,,
10.8,-0.95,-27.7656,,,
10.9,-0.95,-28.3396,,,
11.0,-0.95,-28.9135,,,
11.1,-0.95,-29.4875,,,
11.2,-0.95,,-0.084236973,,
11.2,-0.95,-30.0615,,,
11.3,-0.95,,-0.658204269,,
11.3,-0.95,-30.6354,,,
11.4,-0.95,,-1.232171565,,
11.4,-0.95,-31.2094,,,
11.5,-0.95,,-1.806138861,,
11.5,-0.95,-31.7834,,,
11.6,-0.95,,-2.380106157,,
11.6,-0.95,-32.3573,,,
11.7,-0.95,,-2.954073453,,
11.7,-0.95,-32.9313,,,
11.8,-0.95,,-3.528040749,,
11.8,-0.95,-33.5053,,,
11.9,-0.95,,-4.102008045,,
11.9,-0.95,-34.0792,,,
12.0,-0.95,,-4.675975341,,
12.0,-0.95,-34.6532,,,
6.0,-0.95,-0.21516,,,
6.1,-0.95,-0.78913,,,
6.2,-0.95,-1.36309,,,
6.3,-0.95,-1.93706,,,
6.4,-0.95,-2.51103,,,
6.5,-0.95,-3.085,,,
6.6,-0.95,-3.65896,,,
6.7,-0.95,-4.23293,,,
6.8,-0.95,-4.8069,,,
6.9,-0.95,-5.38087,,,
7.0,-0.95,-5.95483,,,
7.1,-0.95,-6.5288,,,
7.2,-0.95,-7.10277,,,
7.3,-0.95,-7.67673,,,
7.4,-0.95,-8.2507,,,
7.5,-0.95,-8.82467,,,
7.6,-0.95,-9.39864,,,
7.7,-0.95,-9.9726,,,
7.8,-0.95,-10.5466,,,
7.9,-0.95,-11.1205,,,
8.0,-0.95,-11.6945,,,
8.1,-0.95,-12.2685,,,
8.2,-0.95,-12.8424,,,
8.3,-0.95,-13.4164,,,
8.4,-0.95,-13.9904,,,
8.5,-0.95,-14.5643,,,
8.6,-0.95,-15.1383,,,
8.7,-0.95,-15.7123,,,
8.8,-0.95,-16.2862,,,
8.9,-0.95,-16.8602,,,
9.0,-0.95,-17.4342,,,
9.1,-0.95,-18.0081,,,
9.2,-0.95,-18.5821,,,
9.3,-0.95,-19.1561,,,
9.4,-0.95,-19.73,,,
9.5,-0.95,-20.304,,,
9.6,-0.95,-20.878,,,
9.7,-0.95,-21.4519,,,
9.8,-0.95,-22.0259,,,
9.9,-0.95,-22.5999,,,
10.0,-0.95,-23.1739,,,
10.1,-0.95,-23.7478,,,
10.2,-0.95,-24.3218,,,
10.3,-0.95,-24.8958,,,
10.4,-0.95,-25.4697,,,
10.5,-0.95,-26.0437,,,
10.6,-0.9,,-0.329131207,,
10.6,-0.9,-26.6177,,,
10.7,-0.9,,-0.903098503,,
10.7,-0.9,-27.1916,,,
10.8,-0.9,,-1.477065799,,
10.8,-0.9,-27.7656,,,
10.9,-0.9,,-2.051033095,,
10.9,-0.9,-28.3396,,,
11.0,-0.9,,-2.625000391,,
11.0,-0.9,-28.9135,,,
11.1,-0.9,,-3.198967687,,
11.1,-0.9,-29.4875,,,
11.2,-0.9,,-3.772934983,,
11.2,-0.9,-30.0615,,,
11.3,-0.9,,-4.346902279,,
11.3,-0.9,-30.6354,,,
11.4,-0.9,,-4.920869575,,
11.4,-0.9,-31.2094,,,
11.5,-0.9,,-5.494836871,,
11.5,-0.9,-31.7834,,,
11.6,-0.9,,-6.068804167,,
11.6,-0.9,-32.3573,,,
11.7,-0.9,,-6.642771463,,
11.7,-0.9,-32.9313,,,
11.8,-0.9,,-7.216738759,,
11.8,-0.9,-33.5053,,,
11.9,-0.9,,-7.790706055,,
11.9,-0.9,-34.0792,,,
12.0,-0.9,,-8.364673351,,
12.0,-0.9,-34.6532,,,
6.0,-0.9,-0.21516,,,
6.1,-0.9,-0.78913,,,
6.2,-0.9,-1.36309,,,
6.3,-0.9,-1.93706,,,
6.4,-0.9,-2.51103,,,
6.5,-0.9,-3.085,,,
6.6,-0.9,-3.65896,,,
6.7,-0.9,-4.23293,,,
6.8,-0.9,-4.8069,,,
6.9,-0.9,-5.38087,,,
7.0,-0.9,-5.95483,,,
7.1,-0.9,-6.5288,,,
7.2,-0.9,-7.10277,,,
7.3,-0.9,-7.67673,,,
7.4,-0.9,-8.2507,,,
7.5,-0.9,-8.82467,,,
7.6,-0.9,-9.39864,,,
7.7,-0.9,-9.9726,,,
7.8,-0.9,-10.5466,,,
7.9,-0.9,-11.1205,,,
8.0,-0.9,-11.6945,,,
8.1,-0.9,-12.2685,,,
8.2,-0.9,-12.8424,,,
8.3,-0.9,-13.4164,,,
8.4,-0.9,-13.9904,,,
8.5,-0.9,-14.5643,,,
8.6,-0.9,-15.1383,,,
8.7,-0.9,-15.7123,,,
8.8,-0.9,-16.2862,,,
8.9,-0.9,-16.8602,,,
9.0,-0.9,-17.4342,,,
9.1,-0.9,-18.0081,,,
9.2,-0.9,-18.5821,,,
9.3,-0.9,-19.1561,,,
9.4,-0.9,-19.73,,,
9.5,-0.9,-20.304,,,
9.6,-0.9,-20.878,,,
9.7,-0.9,-21.4519,,,
9.8,-0.9,-22.0259,,,
9.9,-0.9,,-5.81E-05,,
9.9,-0.9,-22.5999,,,
10.0,-0.9,,-0.57402544,,
10.0,-0.85,-23.1739,,,
10.1,-0.85,,-1.147992736,,
10.1,-0.85,-23.7478,,,
10.2,-0.85,,-1.721960032,,
10.2,-0.85,-24.3218,,,
10.3,-0.85,,-2.295927328,,
10.3,-0.85,-24.8958,,,
10.4,-0.85,,-2.869894624,,
10.4,-0.85,-25.4697,,,
10.5,-0.85,,-3.44386192,,
10.5,-0.85,-26.0437,,,
10.6,-0.85,,-4.017829217,,
10.6,-0.85,-26.6177,,,
10.7,-0.85,,-4.591796513,,
10.7,-0.85,-27.1916,,,
10.8,-0.85,,-5.165763809,,
10.8,-0.85,-27.7656,,,
10.9,-0.85,,-5.739731105,,
10.9,-0.85,-28.3396,,,
11.0,-0.85,,-6.313698401,,
11.0,-0.85,-28.9135,,,
11.1,-0.85,,-6.887665697,,
11.1,-0.85,-29.4875,,,
11.2,-0.85,,-7.461632993,,
11.2,-0.85,-30.0615,,,
11.3,-0.85,,-8.035600289,,
11.3,-0.85,-30.6354,,,
11.4,-0.85,,-8.609567585,,
11.4,-0.85,-31.2094,,,
11.5,-0.85,,-9.183534881,,
11.5,-0.85,-31.7834,,,
11.6,-0.85,,-9.757502177,,
11.6,-0.85,-32.3573,,,
11.7,-0.85,,-10.33146947,,
11.7,-0.85,-32.9313,,,
11.8,-0.85,,-10.90543677,,
11.8,-0.85,-33.5053,,,
11.9,-0.85,,-11.47940407,,
11.9,-0.85,-34.0792,,,
12.0,-0.85,,-12.05337136,,
12.0,-0.85,-34.6532,,,
6.0,-0.85,-0.21516,,,
6.1,-0.85,-0.78913,,,
6.2,-0.85,-1.36309,,,
6.3,-0.85,-1.93706,,,
6.4,-0.85,-2.51103,,,
6.5,-0.85,-3.085,,,
6.6,-0.85,-3.65896,,,
6.7,-0.85,-4.23293,,,
6.8,-0.85,-4.8069,,,
6.9,-0.85,-5.38087,,,
7.0,-0.85,-5.95483,,,
7.1,-0.85,-6.5288,,,
7.2,-0.85,-7.10277,,,
7.3,-0.85,-7.67673,,,
7.4,-0.85,-8.2507,,,
7.5,-0.85,-8.82467,,,
7.6,-0.85,-9.39864,,,
7.7,-0.85,-9.9726,,,
7.8,-0.85,-10.5466,,,
7.9,-0.85,-11.1205,,,
8.0,-0.85,-11.6945,,,
8.1,-0.85,-12.2685,,,
8.2,-0.85,-12.8424,,,
8.3,-0.85,-13.4164,,,
8.4,-0.85,-13.9904,,,
8.5,-0.85,-14.5643,,,
8.6,-0.85,-15.1383,,,
8.7,-0.85,-15.7123,,,
8.8,-0.85,-16.2862,,,
8.9,-0.85,-16.8602,,,
9.0,-0.85,-17.4342,,,
9.1,-0.8,-18.0081,,,
9.2,-0.8,-18.5821,,,
9.3,-0.8,,-0.244952378,,
9.3,-0.8,-19.1561,,,
9.4,-0.8,,-0.818919674,,
9.4,-0.8,-19.73,,,
9.5,-0.8,,-1.39288697,,
9.5,-0.8,-20.304,,,
9.6,-0.8,,-1.966854266,,
9.6,-0.8,-20.878,,,
9.7,-0.8,,-2.540821562,,
9.7,-0.8,-21.4519,,,
9.8,-0.8,,-3.114788858,,
9.8,-0.8,-22.0259,,,
9.9,-0.8,,-3.688756154,,
9.9,-0.8,-22.5999,,,
10.0,-0.8,,-4.26272345,,
10.0,-0.8,-23.1739,,,
10.1,-0.8,,-4.836690746,,
10.1,-0.8,-23.7478,,,
10.2,-0.8,,-5.410658042,,
10.2,-0.8,-24.3218,,,
10.3,-0.8,,-5.984625338,,
10.3,-0.8,-24.8958,,,
10.4,-0.8,,-6.558592634,,
10.4,-0.8,-25.4697,,,
10.5,-0.8,,-7.13255993,,
10.5,-0.8,-26.0437,,,
10.6,-0.8,,-7.706527227,,
10.6,-0.8,-26.6177,,,
10.7,-0.8,,-8.280494523,,
10.7,-0.8,-27.1916,,,
10.8,-0.8,,-8.854461819,,
10.8,-0.8,-27.7656,,,
10.9,-0.8,,-9.428429115,,
10.9,-0.8,-28.3396,,,
11.0,-0.8,,-10.00239641,,
11.0,-0.8,-28.9135,,,
11.1,-0.8,,-10.57636371,,
11.1,-0.8,-29.4875,,,
11.2,-0.8,,-11.150331,,
11.2,-0.8,-30.0615,,,
11.3,-0.8,,-11.7242983,,
11.3,-0.8,-30.6354,,,
11.4,-0.8,,-12.2982656,,
11.4,-0.8,-31.2094,,,
11.5,-0.8,,-12.87223289,,
11.5,-0.8,-31.7834,,,
11.6,-0.8,,-13.44620019,,
11.6,-0.8,-32.3573,,,
11.7,-0.8,,-14.02016748,,
11.7,-0.8,-32.9313,,,
11.8,-0.8,,-14.59413478,,
11.8,-0.8,-33.5053,,,
11.9,-0.8,,-15.16810208,,
11.9,-0.8,-34.0792,,,
12.0,-0.8,,-15.74206937,,
12.0,-0.8,-34.6532,,,
6.0,-0.8,-0.21516,,,
6.1,-0.8,-0.78913,,,
6.2,-0.8,-1.36309,,,
6.3,-0.8,-1.93706,,,
6.4,-0.8,-2.51103,,,
6.5,-0.8,-3.085,,,
6.6,-0.8,-3.65896,,,
6.7,-0.8,-4.23293,,,
6.8,-0.8,-4.8069,,,
6.9,-0.8,-5.38087,,,
7.0,-0.8,-5.95483,,,
7.1,-0.8,-6.5288,,,
7.2,-0.8,-7.10277,,,
7.3,-0.8,-7.67673,,,
7.4,-0.75,-8.2507,,,
7.5,-0.75,-8.82467,,,
7.6,-0.75,-9.39864,,,
7.7,-0.75,-9.9726,,,
7.8,-0.75,-10.5466,,,
7.9,-0.75,-11.1205,,,
8.0,-0.75,-11.6945,,,
8.1,-0.75,-12.2685,,,
8.2,-0.75,-12.8424,,,
8.3,-0.75,-13.4164,,,
8.4,-0.75,-13.9904,,,
8.5,-0.75,-14.5643,,,
8.6,-0.75,-15.1383,,,
8.7,-0.75,,-0.489846611,,
8.7,-0.75,-15.7123,,,
8.8,-0.75,,-1.063813907,,
8.8,-0.75,-16.2862,,,
8.9,-0.75,,-1.637781203,,
8.9,-0.75,-16.8602,,,
9.0,-0.75,,-2.2117485,,
9.0,-0.75,-17.4342,,,
9.1,-0.75,,-2.785715796,,
9.1,-0.75,-18.0081,,,
9.2,-0.75,,-3.359683092,,
9.2,-0.75,-18.5821,,,
9.3,-0.75,,-3.933650388,,
9.3,-0.75,-19.1561,,,
9.4,-0.75,,-4.507617684,,
9.4,-0.75,-19.73,,,
9.5,-0.75,,-5.08158498,,
9.5,-0.75,-20.304,,,
9.6,-0.75,,-5.655552276,,
9.6,-0.75,-20.878,,,
9.7,-0.75,,-6.229519572,,
9.7,-0.75,-21.4519,,,
9.8,-0.75,,-6.803486868,,
9.8,-0.75,-22.0259,,,
9.9,-0.75,,-7.377454164,,
9.9,-0.75,-22.5999,,,
10.0,-0.75,,-7.95142146,,
10.0,-0.75,-23.1739,,,
10.1,-0.75,,-8.525388756,,
10.1,-0.75,-23.7478,,,
10.2,-0.75,,-9.099356052,,
10.2,-0.75,-24.3218,,,
10.3,-0.75,,-9.673323348,,
10.3,-0.75,-24.8958,,,
10.4,-0.75,,-10.24729064,,
10.4,-0.75,-25.4697,,,
10.5,-0.75,,-10.82125794,,
10.5,-0.75,-26.0437,,,
10.6,-0.75,,-11.39522524,,
10.6,-0.75,-26.6177,,,
10.7,-0.75,,-11.96919253,,
10.7,-0.75,-27.1916,,,
10.8,-0.75,,-12.54315983,,
10.8,-0.75,-27.7656,,,
10.9,-0.75,,-13.11712712,,
10.9,-0.75,-28.3396,,,
11.0,-0.75,,-13.69109442,,
11.0,-0.75,-28.9135,,,
11.1,-0.75,,-14.26506172,,
11.1,-0.75,-29.4875,,,
11.2,-0.75,,-14.83902901,,
11.2,-0.75,-30.0615,,,
11.3,-0.75,,-15.41299631,,
11.3,-0.75,-30.6354,,,
11.4,-0.75,,-15.98696361,,
11.4,-0.75,-31.2094,,,
11.5,-0.75,,-16.5609309,,
11.5,-0.75,-31.7834,,,
11.6,-0.75,,-17.1348982,,
11.6,-0.7,-32.3573,,,
11.7,-0.7,,-17.70886549,,
11.7,-0.7,-32.9313,,,
11.8,-0.7,,-18.28283279,,
11.8,-0.7,-33.5053,,,
11.9,-0.7,,-18.85680009,,
11.9,-0.7,-34.0792,,,
12.0,-0.7,,-19.43076738,,
12.0,-0.7,-34.6532,,,
6.0,-0.7,-0.21516,,,
6.1,-0.7,-0.78913,,,
6.2,-0.7,-1.36309,,,
6.3,-0.7,-1.93706,,,
6.4,-0.7,-2.51103,,,
6.5,-0.7,-3.085,,,
6.6,-0.7,-3.65896,,,
6.7,-0.7,-4.23293,,,
6.8,-0.7,-4.8069,,,
6.9,-0.7,-5.38087,,,
7.0,-0.7,-5.95483,,,
7.1,-0.7,-6.5288,,,
7.2,-0.7,-7.10277,,,
7.3,-0.7,-7.67673,,,
7.4,-0.7,-8.2507,,,
7.5,-0.7,-8.82467,,,
7.6,-0.7,-9.39864,,,
7.7,-0.7,-9.9726,,,
7.8,-0.7,-10.5466,,,
7.9,-0.7,-11.1205,,,
8.0,-0.7,,-0.160773549,,
8.0,-0.7,-11.6945,,,
8.1,-0.7,,-0.734740845,,
8.1,-0.7,-12.2685,,,
8.2,-0.7,,-1.308708141,,
8.2,-0.7,-12.8424,,,
8.3,-0.7,,-1.882675437,,
8.3,-0.7,-13.4164,,,
8.4,-0.7,,-2.456642733,,
8.4,-0.7,-13.9904,,,
8.5,-0.7,,-3.030610029,,
8.5,-0.7,-14.5643,,,
8.6,-0.7,,-3.604577325,,
8.6,-0.7,-15.1383,,,
8.7,-0.7,,-4.178544621,,
8.7,-0.7,-15.7123,,,
8.8,-0.7,,-4.752511917,,
8.8,-0.7,-16.2862,,,
8.9,-0.7,,-5.326479213,,
8.9,-0.7,-16.8602,,,
9.0,-0.7,,-5.90044651,,
9.0,-0.7,-17.4342,,,
9.1,-0.7,,-6.474413806,,
9.1,-0.7,-18.0081,,,
9.2,-0.7,,-7.048381102,,
9.2,-0.7,-18.5821,,,
9.3,-0.7,,-7.622348398,,
9.3,-0.7,-19.1561,,,
9.4,-0.7,,-8.196315694,,
9.4,-0.7,-19.73,,,
9.5,-0.7,,-8.77028299,,
9.5,-0.7,-20.304,,,
9.6,-0.7,,-9.344250286,,
9.6,-0.7,-20.878,,,
9.7,-0.7,,-9.918217582,,
9.7,-0.7,-21.4519,,,
9.8,-0.7,,-10.49218488,,
9.8,-0.7,-22.0259,,,
9.9,-0.7,,-11.06615217,,
9.9,-0.7,-22.5999,,,
10.0,-0.7,,-11.64011947,,
10.0,-0.7,-23.1739,,,
10.1,-0.7,,-12.21408677,,
10.1,-0.65,-23.7478,,,
10.2,-0.65,,-12.78805406,,
10.2,-0.65,-24.3218,,,
10.3,-0.65,,-13.36202136,,
10.3,-0.65,-24.8958,,,
10.4,-0.65,,-13.93598865,,
10.4,-0.65,-25.4697,,,
10.5,-0.65,,-14.50995595,,
10.5,-0.65,-26.0437,,,
10.6,-0.65,,-15.08392325,,
10.6,-0.65,-26.6177,,,
10.7,-0.65,,-15.65789054,,
10.7,-0.65,-27.1916,,,
10.8,-0.65,,-16.23185784,,
10.8,-0.65,-27.7656,,,
10.9,-0.65,,-16.80582513,,
10.9,-0.65,-28.3396,,,
11.0,-0.65,,-17.37979243,,
11.0,-0.65,-28.9135,,,
11.1,-0.65,,-17.95375973,,
11.1,-0.65,-29.4875,,,
11.2,-0.65,,-18.52772702,,
11.2,-0.65,-30.0615,,,
11.3,-0.65,,-19.10169432,,
11.3,-0.65,-30.6354,,,
11.4,-0.65,,-19.67566162,,
11.4,-0.65,-31.2094,,,
11.5,-0.65,,-20.24962891,,
11.5,-0.65,-31.7834,,,
11.6,-0.65,,-20.82359621,,
11.6,-0.65,-32.3573,,,
11.7,-0.65,,-21.3975635,,
11.7,-0.65,-32.9313,,,
11.8,-0.65,,-21.9715308,,
11.8,-0.65,-33.5053,,,
11.9,-0.65,,-22.5454981,,
11.9,-0.65,-34.0792,,,
12.0,-0.65,,-23.11946539,,
12.0,-0.65,-34.6532,,,
6.0,-0.65,-0.21516,,,
6.1,-0.65,-0.78913,,,
6.2,-0.65,-1.36309,,,
6.3,-0.65,-1.93706,,,
6.4,-0.65,-2.51103,,,
6.5,-0.65,-3.085,,,
6.6,-0.65,-3.65896,,,
6.7,-0.65,-4.23293,,,
6.8,-0.65,-4.8069,,,
6.9,-0.65,-5.38087,,,
7.0,-0.65,-5.95483,,,
7.1,-0.65,-6.5288,,,
7.2,-0.65,-7.10277,,,
7.3,-0.65,-7.67673,,,
7.4,-0.65,,-0.405667783,,
7.4,-0.65,-8.2507,,,
7.5,-0.65,,-0.979635079,,
7.5,-0.65,-8.82467,,,
7.6,-0.65,,-1.553602375,,
7.6,-0.65,-9.39864,,,
7.7,-0.65,,-2.127569671,,
7.7,-0.65,-9.9726,,,
7.8,-0.65,,-2.701536967,,
7.8,-0.65,-10.5466,,,
7.9,-0.65,,-3.275504263,,
7.9,-0.65,-11.1205,,,
8.0,-0.65,,-3.849471559,,
8.0,-0.65,-11.6945,,,
8.1,-0.65,,-4.423438855,,
8.1,-0.65,-12.2685,,,
8.2,-0.65,,-4.997406151,,
8.2,-0.65,-12.8424,,,
8.3,-0.65,,-5.571373447,,
8.3,-0.6,-13.4164,,,
8.4,-0.6,,-6.145340743,,
8.4,-0.6,-13.9904,,,
8.5,-0.6,,-6.719308039,,
8.5,-0.6,-14.5643,,,
8.6,-0.6,,-7.293275335,,
8.6,-0.6,-15.1383,,,
8.7,-0.6,,-7.867242631,,
8.7,-0.6,-15.7123,,,
8.8,-0.6,,-8.441209927,,
8.8,-0.6,-16.2862,,,
8.9,-0.6,,-9.015177223,,
8.9,-0.6,-16.8602,,,
9.0,-0.6,,-9.58914452,,
9.0,-0.6,-17.4342,,,
9.1,-0.6,,-10.16311182,,
9.1,-0.6,-18.0081,,,
9.2,-0.6,,-10.73707911,,
9.2,-0.6,-18.5821,,,
9.3,-0.6,,-11.31104641,,
9.3,-0.6,-19.1561,,,
9.4,-0.6,,-11.8850137,,
9.4,-0.6,-19.73,,,
9.5,-0.6,,-12.458981,,
9.5,-0.6,-20.304,,,
9.6,-0.6,,-13.0329483,,
9.6,-0.6,-20.878,,,
9.7,-0.6,,-13.60691559,,
9.7,-0.6,-21.4519,,,
9.8,-0.6,,-14.18088289,,
9.8,-0.6,-22.0259,,,
9.9,-0.6,,-14.75485018,,
9.9,-0.6,-22.5999,,,
10.0,-0.6,,-15.32881748,,
10.0,-0.6,-23.1739,,,
10.1,-0.6,,-15.90278478,,
10.1,-0.6,-23.7478,,,
10.2,-0.6,,-16.47675207,,
10.2,-0.6,-24.3218,,,
10.3,-0.6,,-17.05071937,,
10.3,-0.6,-24.8958,,,
10.4,-0.6,,-17.62468666,,
10.4,-0.6,-25.4697,,,
10.5,-0.6,,-18.19865396,,
10.5,-0.6,-26.0437,,,
10.6,-0.6,,-18.77262126,,
10.6,-0.6,-26.6177,,,
10.7,-0.6,,-19.34658855,,
10.7,-0.6,-27.1916,,,
10.8,-0.6,,-19.92055585,,
10.8,-0.6,-27.7656,,,
10.9,-0.6,,-20.49452314,,
10.9,-0.6,-28.3396,,,
11.0,-0.6,,-21.06849044,,
11.0,-0.6,-28.9135,,,
11.1,-0.6,,-21.64245774,,
11.1,-0.6,-29.4875,,,
11.2,-0.6,,-22.21642503,,
11.2,-0.6,-30.0615,,,
11.3,-0.6,,-22.79039233,,
11.3,-0.6,-30.6354,,,
11.4,-0.6,,-23.36435963,,
11.4,-0.6,-31.2094,,,
11.5,-0.6,,-23.93832692,,
11.5,-0.6,-31.7834,,,
11.6,-0.6,,-24.51229422,,
11.6,-0.6,-32.3573,,,
11.7,-0.6,,-25.08626151,,
11.7,-0.6,-32.9313,,,
11.8,-0.6,,-25.66022881,,
11.8,-0.6,-33.5053,,,
11.9,-0.6,,-26.23419611,,
11.9,-0.55,-34.0792,,,
12.0,-0.55,,-26.8081634,,
12.0,-0.55,-34.6532,,,
6.0,-0.55,-0.21516,,,
6.1,-0.55,-0.78913,,,
6.2,-0.55,-1.36309,,,
6.3,-0.55,-1.93706,,,
6.4,-0.55,-2.51103,,,
6.5,-0.55,-3.085,,,
6.6,-0.55,-3.65896,,,
6.7,-0.55,,-0.07659472,,
6.7,-0.55,-4.23293,,,
6.8,-0.55,,-0.650562016,,
6.8,-0.55,-4.8069,,,
6.9,-0.55,,-1.224529312,,
6.9,-0.55,-5.38087,,,
7.0,-0.55,,-1.798496608,,
7.0,-0.55,-5.95483,,,
7.1,-0.55,,-2.372463904,,
7.1,-0.55,-6.5288,,,
7.2,-0.55,,-2.9464312,,
7.2,-0.55,-7.10277,,,
7.3,-0.55,,-3.520398496,,
7.3,-0.55,-7.67673,,,
7.4,-0.55,,-4.094365793,,
7.4,-0.55,-8.2507,,,
7.5,-0.55,,-4.668333089,,
7.5,-0.55,-8.82467,,,
7.6,-0.55,,-5.242300385,,
7.6,-0.55,-9.39864,,,
7.7,-0.55,,-5.816267681,,
7.7,-0.55,-9.9726,,,
7.8,-0.55,,-6.390234977,,
7.8,-0.55,-10.5466,,,
7.9,-0.55,,-6.964202273,,
7.9,-0.55,-11.1205,,,
8.0,-0.55,,-7.538169569,,
8.0,-0.55,-11.6945,,,
8.1,-0.55,,-8.112136865,,
8.1,-0.55,-12.2685,,,
8.2,-0.55,,-8.686104161,,
8.2,-0.55,-12.8424,,,
8.3,-0.55,,-9.260071457,,
8.3,-0.55,-13.4164,,,
8.4,-0.55,,-9.834038753,,
8.4,-0.55,-13.9904,,,
8.5,-0.55,,-10.40800605,,
8.5,-0.55,-14.5643,,,
8.6,-0.55,,-10.98197335,,
8.6,-0.55,-15.1383,,,
8.7,-0.55,,-11.55594064,,
8.7,-0.55,-15.7123,,,
8.8,-0.55,,-12.12990794,,
8.8,-0.55,-16.2862,,,
8.9,-0.55,,-12.70387523,,
8.9,-0.55,-16.8602,,,
9.0,-0.55,,-13.27784253,,
9.0,-0.55,-17.4342,,,
9.1,-0.55,,-13.85180983,,
9.1,-0.55,-18.0081,,,
9.2,-0.55,,-14.42577712,,
9.2,-0.55,-18.5821,,,
9.3,-0.55,,-14.99974442,,
9.3,-0.55,-19.1561,,,
9.4,-0.55,,-15.57371171,,
9.4,-0.55,-19.73,,,
9.5,-0.55,,-16.14767901,,
9.5,-0.55,-20.304,,,
9.6,-0.55,,-16.72164631,,
9.6,-0.55,-20.878,,,
9.7,-0.55,,-17.2956136,,
9.7,-0.55,-21.4519,,,
9.8,-0.5,,-17.8695809,,
9.8,-0.5,-22.0259,,,
9.9,-0.5,,-18.44354819,,
9.9,-0.5,-22.5999,,,
10.0,-0.5,,-19.01751549,,
10.0,-0.5,-23.1739,,,
10.1,-0.5,,-19.59148279,,
10.1,-0.5,-23.7478,,,
10.2,-0.5,,-20.16545008,,
10.2,-0.5,-24.3218,,,
10.3,-0.5,,-20.73941738,,
10.3,-0.5,-24.8958,,,
10.4,-0.5,,-21.31338467,,
10.4,-0.5,-25.4697,,,
10.5,-0.5,,-21.88735197,,
10.5,-0.5,-26.0437,,,
10.6,-0.5,,-22.46131927,,
10.6,-0.5,-26.6177,,,
10.7,-0.5,,-23.03528656,,
10.7,-0.5,-27.1916,,,
10.8,-0.5,,-23.60925386,,
10.8,-0.5,-27.7656,,,
10.9,-0.5,,-24.18322115,,
10.9,-0.5,-28.3396,,,
11.0,-0.5,,-24.75718845,,
11.0,-0.5,-28.9135,,,
11.1,-0.5,,-25.33115575,,
11.1,-0.5,-29.4875,,,
11.2,-0.5,,-25.90512304,,
11.2,-0.5,-30.0615,,,
11.3,-0.5,,-26.47909034,,
11.3,-0.5,-30.6354,,,
11.4,-0.5,,-27.05305764,,
11.4,-0.5,-31.2094,,,
11.5,-0.5,,-27.62702493,,
11.5,-0.5,-31.7834,,,
11.6,-0.5,,-28.20099223,,
11.6,-0.5,-32.3573,,,
11.7,-0.5,,-28.77495952,,
11.7,-0.5,-32.9313,,,
11.8,-0.5,,-29.34892682,,
11.8,-0.5,-33.5053,,,
11.9,-0.5,,-29.92289412,,
11.9,-0.5,-34.0792,,,
12.0,-0.5,,-30.49686141,,
12.0,-0.5,-34.6532,,,
6.0,-0.5,-0.21516,,,
6.1,-0.5,,-0.321488954,,
6.1,-0.5,-0.78913,,,
6.2,-0.5,,-0.89545625,,
6.2,-0.5,-1.36309,,,
6.3,-0.5,,-1.469423546,,
